fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value
2016,3,9,39,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,8089043.59,609948.22,18611.617,18775.459
2016,3,9,38,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7045296.03,531245.22,18611.617,18775.459
2016,3,9,36,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,4957800.91,373839.23,18611.617,18775.459
2015,3,9,38,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1476279.61,114099.52,18193.707,18306.96
2015,3,9,37,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1412093.54,109138.67,18193.707,18306.96
2015,3,9,39,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2310698.52,178590.55,18193.707,18306.96
2015,3,9,36,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1219535.33,94256.12,18193.707,18306.96
2015,4,11,46,Channel - Appliances,Americas,607,DW-All Other Dual Wall,566466.0,244694.08,18306.96,18332.079
2015,4,11,47,Channel - Appliances,Americas,607,DW-All Other Dual Wall,566466.0,244694.08,18306.96,18332.079
2015,4,11,44,Channel - Appliances,Americas,607,DW-All Other Dual Wall,538142.7,232459.38,18306.96,18332.079
2015,4,11,48,Channel - Appliances,Americas,607,DW-All Other Dual Wall,594789.3,256928.79,18306.96,18332.079
2015,4,11,45,Channel - Appliances,Americas,607,DW-All Other Dual Wall,566466.0,244694.08,18306.96,18332.079
2021,1,1,4,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1783972.0,269608.32,24349.121,22313.85
2021,1,1,2,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1569895.36,237255.32,24349.121,22313.85
2022,2,4,16,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,9233744.658,848437.51,24740.48,25248.476
2022,2,4,14,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5848038.283,537343.76,24740.48,25248.476
2022,2,4,17,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7386995.726,678750.01,24740.48,25248.476
2022,2,4,15,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,8002578.704,735312.51,24740.48,25248.476
2022,2,4,15,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1043092.451,135583.19,24740.48,25248.476
2022,2,4,17,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,962854.57,125153.71,24740.48,25248.476
2022,2,4,14,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,762259.868,99080.02,24740.48,25248.476
2022,2,4,16,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1203568.212,156442.14,24740.48,25248.476
2021,2,4,17,Channel - Appliances,Americas,103,MTA & SL 156,1463802.48,148991.82,22313.85,23046.934
2021,2,4,16,Channel - Appliances,Americas,103,MTA & SL 156,1463802.48,148991.82,22313.85,23046.934
2021,2,4,14,Channel - Appliances,Americas,103,MTA & SL 156,941015.88,95780.45,22313.85,23046.934
2021,2,4,15,Channel - Appliances,Americas,103,MTA & SL 156,1359245.16,138349.55,22313.85,23046.934
2015,4,12,49,Channel - Appliances,Americas,607,DW-All Other Dual Wall,472744.26,191493.68,18306.96,18332.079
2015,4,12,50,Channel - Appliances,Americas,607,DW-All Other Dual Wall,446480.69,180855.15,18306.96,18332.079
2015,4,12,51,Channel - Appliances,Americas,607,DW-All Other Dual Wall,682852.82,276601.99,18306.96,18332.079
2015,4,12,52,Channel - Appliances,Americas,607,DW-All Other Dual Wall,1024279.23,414902.98,18306.96,18332.079
2018,1,3,11,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6826693.44,514296.77,20819.269,20155.486
2018,1,3,13,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,4388588.64,330619.35,20819.269,20155.486
2018,1,3,10,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6826693.44,514296.77,20819.269,20155.486
2018,1,3,12,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6339072.48,477561.28,20819.269,20155.486
2019,1,1,3,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7423607.8,577265.67,21706.532,21013.085
2019,1,1,1,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5567705.85,432949.25,21706.532,21013.085
2019,1,1,2,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6363092.4,494799.14,21706.532,21013.085
2019,1,1,4,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7158478.95,556649.04,21706.532,21013.085
2016,2,6,26,Channel - Appliances,Americas,103,MTA & SL 156,1447115.03,136328.35,18425.306,18611.617
2016,2,6,23,Channel - Appliances,Americas,103,MTA & SL 156,1073665.99,101146.84,18425.306,18611.617
2016,2,6,24,Channel - Appliances,Americas,103,MTA & SL 156,980303.73,92351.47,18425.306,18611.617
2016,2,6,25,Channel - Appliances,Americas,103,MTA & SL 156,1167028.25,109942.22,18425.306,18611.617
2015,4,10,41,Channel - Appliances,Americas,715,Polyolefins ETC,1247363.52,190866.64,18306.96,18332.079
2015,4,10,42,Channel - Appliances,Americas,715,Polyolefins ETC,1247363.52,190866.64,18306.96,18332.079
2015,4,10,40,Channel - Appliances,Americas,715,Polyolefins ETC,1055461.44,161502.54,18306.96,18332.079
2015,4,10,43,Channel - Appliances,Americas,715,Polyolefins ETC,1295339.04,198207.66,18306.96,18332.079
2022,2,6,25,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1715366.264,264583.04,24740.48,25248.476
2022,2,6,24,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1715366.264,264583.04,24740.48,25248.476
2022,2,6,26,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1939109.689,299093.87,24740.48,25248.476
2022,2,6,23,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,2013690.831,310597.48,24740.48,25248.476
2022,3,8,34,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2280878.18,485334.12,25248.476,25723.941
2022,3,8,31,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2520970.62,536421.93,25248.476,25723.941
2022,3,8,32,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2160831.96,459790.22,25248.476,25723.941
2022,3,8,35,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2641016.84,561965.83,25248.476,25723.941
2022,3,8,33,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2400924.4,510878.03,25248.476,25723.941
2022,4,12,50,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,431480.929,111235.07,25723.941,26144.956
2022,4,12,51,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,386061.884,99526.12,25723.941,26144.956
2022,4,12,53,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,567738.064,146361.94,25723.941,26144.956
2022,4,12,49,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,454190.451,117089.55,25723.941,26144.956
2022,4,12,52,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,454190.451,117089.55,25723.941,26144.956
2019,1,2,9,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1888900.39,265628.85,21706.532,21013.085
2019,1,2,7,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2187147.82,307570.24,21706.532,21013.085
2019,1,2,6,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1988316.2,279609.31,21706.532,21013.085
2019,1,2,5,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2187147.82,307570.24,21706.532,21013.085
2019,1,2,8,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1690068.77,237667.91,21706.532,21013.085
2019,2,5,21,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7739482.96,574843.17,21013.085,21272.448
2019,2,5,19,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5276920.2,391938.52,21013.085,21272.448
2019,2,5,20,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7387688.28,548713.93,21013.085,21272.448
2019,2,5,22,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,8443072.32,627101.63,21013.085,21272.448
2019,2,5,18,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6684098.92,496455.46,21013.085,21272.448
2019,4,10,42,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5423720.25,401458.42,21531.839,21706.532
2019,4,10,40,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,4772873.82,353283.41,21531.839,21706.532
2019,4,10,41,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6074566.68,449633.43,21531.839,21706.532
2019,4,10,43,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5423720.25,401458.42,21531.839,21706.532
2020,2,4,15,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,11116602.9,324738.91,21538.032,19636.731
2020,2,4,16,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,11857709.76,346388.17,21538.032,19636.731
2020,2,4,17,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,7411068.6,216492.61,21538.032,19636.731
2020,2,4,14,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,6669961.74,194843.35,21538.032,19636.731
2018,2,4,15,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,1119713.28,116264.57,20155.486,20470.197
2018,2,4,14,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,1039733.76,107959.96,20155.486,20470.197
2018,2,4,17,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,879774.72,91350.74,20155.486,20470.197
2018,2,4,16,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,959754.24,99655.35,20155.486,20470.197
2017,4,10,40,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,8362968.0,582472.02,19561.896,19894.75
2017,4,10,42,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6411608.8,446561.88,19561.896,19894.75
2017,4,10,43,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6411608.8,446561.88,19561.896,19894.75
2017,4,10,41,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6969140.0,485393.35,19561.896,19894.75
2020,3,8,31,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,981279.75,155378.79,19636.731,21362.428
2020,3,8,34,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1439210.3,227888.89,19636.731,21362.428
2020,3,8,33,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1570047.6,248606.06,19636.731,21362.428
2020,3,8,35,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1504628.95,238247.48,19636.731,21362.428
2020,3,8,32,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1112117.05,176095.96,19636.731,21362.428
2018,2,5,20,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3052026.0,100651.26,20155.486,20470.197
2018,2,5,19,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,4679773.2,154331.93,20155.486,20470.197
2018,2,5,21,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3255494.4,107361.34,20155.486,20470.197
2018,2,5,18,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,4679773.2,154331.93,20155.486,20470.197
2018,2,5,22,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,4679773.2,154331.93,20155.486,20470.197
2018,2,6,26,Channel - Appliances,Americas,607,DW-All Other Dual Wall,826460.75,241316.36,20155.486,20470.197
2018,2,6,24,Channel - Appliances,Americas,607,DW-All Other Dual Wall,826460.75,241316.36,20155.486,20470.197
2018,2,6,25,Channel - Appliances,Americas,607,DW-All Other Dual Wall,892577.61,260621.66,20155.486,20470.197
2018,2,6,23,Channel - Appliances,Americas,607,DW-All Other Dual Wall,793402.32,231663.7,20155.486,20470.197
2020,1,2,6,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9180917.76,267350.1,21704.706,21538.032
2020,1,2,8,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9180917.76,267350.1,21704.706,21538.032
2020,1,2,9,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,7869358.08,229157.23,21704.706,21538.032
2020,1,2,5,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,8743731.2,254619.14,21704.706,21538.032
2020,1,2,7,Channel - Appliances,Americas,214,FASTON Terminals - Premier & Commercial,9180917.76,267350.1,21704.706,21538.032
2017,4,12,50,Channel - Appliances,Americas,607,DW-All Other Dual Wall,524339.92,253480.03,19561.896,19894.75
2017,4,12,51,Channel - Appliances,Americas,607,DW-All Other Dual Wall,504173.0,243730.8,19561.896,19894.75
2017,4,12,52,Channel - Appliances,Americas,607,DW-All Other Dual Wall,504173.0,243730.8,19561.896,19894.75
2017,4,12,49,Channel - Appliances,Americas,607,DW-All Other Dual Wall,484006.08,233981.57,19561.896,19894.75
2021,3,9,36,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1231921.0,122377.9,23046.934,23550.42
2021,3,9,39,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1379751.52,137063.25,23046.934,23550.42
2021,3,9,38,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1084090.48,107692.56,23046.934,23550.42
2021,3,9,37,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1231921.0,122377.9,23046.934,23550.42
2019,2,4,16,Channel - Appliances,Americas,103,MTA & SL 156,1609229.72,140017.46,21013.085,21272.448
2019,2,4,14,Channel - Appliances,Americas,103,MTA & SL 156,832360.2,72422.83,21013.085,21272.448
2019,2,4,17,Channel - Appliances,Americas,103,MTA & SL 156,1442757.68,125532.9,21013.085,21272.448
2019,2,4,15,Channel - Appliances,Americas,103,MTA & SL 156,1664720.4,144845.65,21013.085,21272.448
2019,2,5,21,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1596037.08,132682.35,21013.085,21272.448
2019,2,5,19,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1088207.1,90465.24,21013.085,21272.448
2019,2,5,20,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1523489.94,126651.34,21013.085,21272.448
2019,2,5,22,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1741131.36,144744.39,21013.085,21272.448
2019,2,5,18,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1378395.66,114589.31,21013.085,21272.448
2015,1,3,10,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,4582683.3,342224.69,18332.079,17991.348
2015,1,3,12,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6774401.4,505897.37,18332.079,17991.348
2015,1,3,13,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,3586447.8,267828.02,18332.079,17991.348
2015,1,3,11,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,4981177.5,371983.36,18332.079,17991.348
2015,2,5,19,Channel - Appliances,Americas,607,DW-All Other Dual Wall,716437.26,261693.85,17991.348,18193.707
2015,2,5,22,Channel - Appliances,Americas,607,DW-All Other Dual Wall,682321.2,249232.23,17991.348,18193.707
2015,2,5,21,Channel - Appliances,Americas,607,DW-All Other Dual Wall,614089.08,224309.01,17991.348,18193.707
2015,2,5,18,Channel - Appliances,Americas,607,DW-All Other Dual Wall,682321.2,249232.23,17991.348,18193.707
2015,2,5,20,Channel - Appliances,Americas,607,DW-All Other Dual Wall,750553.32,274155.46,17991.348,18193.707
2015,4,12,51,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,2106415.74,208145.62,18306.96,18332.079
2015,4,12,49,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1458287.82,144100.81,18306.96,18332.079
2015,4,12,52,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,3159623.61,312218.43,18306.96,18332.079
2015,4,12,50,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1377271.83,136095.21,18306.96,18332.079
2018,2,6,23,Channel - Appliances,Americas,103,MTA & SL 156,1576604.88,133077.73,20155.486,20470.197
2018,2,6,26,Channel - Appliances,Americas,103,MTA & SL 156,1642296.75,138622.64,20155.486,20470.197
2018,2,6,24,Channel - Appliances,Americas,103,MTA & SL 156,1642296.75,138622.64,20155.486,20470.197
2018,2,6,25,Channel - Appliances,Americas,103,MTA & SL 156,1773680.49,149712.45,20155.486,20470.197
2018,3,7,29,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,1096198.11,135775.28,20470.197,20687.278
2018,3,7,27,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,974398.32,120689.14,20470.197,20687.278
2018,3,7,30,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,893198.46,110631.71,20470.197,20687.278
2018,3,7,28,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,1096198.11,135775.28,20470.197,20687.278
2022,3,8,31,Channel - Appliances,Americas,217,Ultra-Fast,7587857.13,736103.54,25248.476,25723.941
2022,3,8,32,Channel - Appliances,Americas,217,Ultra-Fast,6503877.54,630945.89,25248.476,25723.941
2022,3,8,35,Channel - Appliances,Americas,217,Ultra-Fast,7949183.66,771156.09,25248.476,25723.941
2022,3,8,34,Channel - Appliances,Americas,217,Ultra-Fast,6865204.07,665998.44,25248.476,25723.941
2022,3,8,33,Channel - Appliances,Americas,217,Ultra-Fast,7226530.6,701050.99,25248.476,25723.941
2015,2,5,18,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6544135.0,462584.5,17991.348,18193.707
2015,2,5,19,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6871341.75,485713.72,17991.348,18193.707
2015,2,5,21,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5889721.5,416326.05,17991.348,18193.707
2015,2,5,20,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7198548.5,508842.95,17991.348,18193.707
2015,2,5,22,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6544135.0,462584.5,17991.348,18193.707
2015,2,6,25,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,735540.0,81111.73,17991.348,18193.707
2015,2,6,26,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,1088599.2,120045.36,17991.348,18193.707
2015,2,6,24,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,529588.8,58400.45,17991.348,18193.707
2015,2,6,23,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,588432.0,64889.39,17991.348,18193.707
2019,1,1,1,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1298380.44,110812.58,21706.532,21013.085
2019,1,1,3,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1731173.92,147750.11,21706.532,21013.085
2019,1,1,2,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1483863.36,126642.95,21706.532,21013.085
2019,1,1,4,Channel - Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1669346.28,142473.32,21706.532,21013.085
2017,4,11,47,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,845768.66,96658.98,19561.896,19894.75
2017,4,11,45,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,934796.94,106833.61,19561.896,19894.75
2017,4,11,46,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,845768.66,96658.98,19561.896,19894.75
2017,4,11,48,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,979311.08,111920.93,19561.896,19894.75
2017,4,11,44,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,890282.8,101746.3,19561.896,19894.75
2021,4,12,51,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,1082472.04,181066.18,23550.42,24349.121
2021,4,12,49,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,999204.96,167138.01,23550.42,24349.121
2021,4,12,52,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,1082472.04,181066.18,23550.42,24349.121
2021,4,12,50,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,999204.96,167138.01,23550.42,24349.121
2019,4,12,49,Channel - Appliances,Americas,607,DW-All Other Dual Wall,562172.44,216636.64,21531.839,21706.532
2019,4,12,50,Channel - Appliances,Americas,607,DW-All Other Dual Wall,611057.0,235474.61,21531.839,21706.532
2019,4,12,51,Channel - Appliances,Americas,607,DW-All Other Dual Wall,611057.0,235474.61,21531.839,21706.532
2019,4,12,52,Channel - Appliances,Americas,607,DW-All Other Dual Wall,659941.56,254312.58,21531.839,21706.532
2019,3,8,33,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7595807.5,540325.48,21272.448,21531.839
2019,3,8,35,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5772813.7,410647.37,21272.448,21531.839
2019,3,8,34,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5772813.7,410647.37,21272.448,21531.839
2019,3,8,32,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6380478.3,453873.41,21272.448,21531.839
2019,3,8,31,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,4861316.8,345808.31,21272.448,21531.839
2015,3,8,34,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3425167.0,113322.88,18193.707,18306.96
2015,3,8,33,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3596425.35,118989.03,18193.707,18306.96
2015,3,8,32,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3596425.35,118989.03,18193.707,18306.96
2015,3,8,31,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3082650.3,101990.6,18193.707,18306.96
2015,3,8,35,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3425167.0,113322.88,18193.707,18306.96
2019,3,8,33,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2426922.5,360214.03,21272.448,21531.839
2019,3,8,35,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1844461.1,273762.66,21272.448,21531.839
2019,3,8,34,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1844461.1,273762.66,21272.448,21531.839
2019,3,8,32,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,2038614.9,302579.79,21272.448,21531.839
2019,3,8,31,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1553230.4,230536.98,21272.448,21531.839
2020,2,6,26,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1720107.2,220308.27,21538.032,19636.731
2020,2,6,23,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1535810.0,196703.82,21538.032,19636.731
2020,2,6,25,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1412945.2,180967.51,21538.032,19636.731
2020,2,6,24,Channel - Appliances,Americas,104,MTA 100 & CSTII 100,1474377.6,188835.66,21538.032,19636.731
2020,3,7,30,Channel - Appliances,Americas,103,MTA & SL 156,1512387.41,155567.71,19636.731,21362.428
2020,3,7,27,Channel - Appliances,Americas,103,MTA & SL 156,1303782.25,134110.1,19636.731,21362.428
2020,3,7,29,Channel - Appliances,Americas,103,MTA & SL 156,1199479.67,123381.29,19636.731,21362.428
2020,3,7,28,Channel - Appliances,Americas,103,MTA & SL 156,1147328.38,118016.89,19636.731,21362.428
2018,2,4,15,Channel - Appliances,Americas,607,DW-All Other Dual Wall,677435.36,238029.28,20155.486,20470.197
2018,2,4,14,Channel - Appliances,Americas,607,DW-All Other Dual Wall,629047.12,221027.19,20155.486,20470.197
2018,2,4,17,Channel - Appliances,Americas,607,DW-All Other Dual Wall,532270.64,187023.01,20155.486,20470.197
2018,2,4,16,Channel - Appliances,Americas,607,DW-All Other Dual Wall,580658.88,204025.1,20155.486,20470.197
2020,4,12,50,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,473197.68,75296.96,21362.428,21704.706
2020,4,12,52,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,473197.68,75296.96,21362.428,21704.706
2020,4,12,51,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,532347.39,84709.09,21362.428,21704.706
2020,4,12,49,Channel - Appliances,Americas,239,MICRO MATE-N-LOK,492914.25,78434.34,21362.428,21704.706
2017,3,9,39,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,880648.25,103569.39,19304.506,19561.896
2017,3,9,37,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,880648.25,103569.39,19304.506,19561.896
2017,3,9,38,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,880648.25,103569.39,19304.506,19561.896
2017,3,9,36,Channel - Appliances,Americas,766,DW-ES/Auto Splice Seal,880648.25,103569.39,19304.506,19561.896
2019,4,12,52,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3318244.92,108993.91,21531.839,21706.532
2019,4,12,49,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,2826653.08,92846.67,21531.839,21706.532
2019,4,12,51,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3072449.0,100920.29,21531.839,21706.532
2019,4,12,50,Channel - Appliances,Americas,212,Open Barrel Rings & Spades,3072449.0,100920.29,21531.839,21706.532
2018,4,10,41,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1775140.25,290856.17,20687.278,20819.269
2018,4,10,40,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1633129.03,267587.67,20687.278,20819.269
2018,4,10,43,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1846145.86,302490.41,20687.278,20819.269
2018,4,10,42,Channel - Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1775140.25,290856.17,20687.278,20819.269
2018,4,11,47,Channel - Appliances,Americas,607,DW-All Other Dual Wall,845311.52,327260.56,20687.278,20819.269
2018,4,11,46,Channel - Appliances,Americas,607,DW-All Other Dual Wall,889801.6,344484.8,20687.278,20819.269
2018,4,11,44,Channel - Appliances,Americas,607,DW-All Other Dual Wall,978781.76,378933.28,20687.278,20819.269
2018,4,11,48,Channel - Appliances,Americas,607,DW-All Other Dual Wall,889801.6,344484.8,20687.278,20819.269
2018,4,11,45,Channel - Appliances,Americas,607,DW-All Other Dual Wall,845311.52,327260.56,20687.278,20819.269
2017,2,5,20,Channel - Appliances,Americas,715,Polyolefins ETC,1597690.4,228080.27,19148.194,19304.506
2017,2,5,22,Channel - Appliances,Americas,715,Polyolefins ETC,1917228.48,273696.33,19148.194,19304.506
2017,2,5,21,Channel - Appliances,Americas,715,Polyolefins ETC,1757459.44,250888.3,19148.194,19304.506
2017,2,5,19,Channel - Appliances,Americas,715,Polyolefins ETC,1677574.92,239484.29,19148.194,19304.506
2017,2,5,18,Channel - Appliances,Americas,715,Polyolefins ETC,1038498.76,148252.18,19148.194,19304.506
2017,2,5,20,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6695011.2,489731.94,19148.194,19304.506
2017,2,5,22,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,8034013.44,587678.33,19148.194,19304.506
2017,2,5,21,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7364512.32,538705.13,19148.194,19304.506
2017,2,5,19,Channel - Appliances,Americas,236,Universal  MATE-N-LOK Connectors,7029761.76,514218.54,19148.194,19304.506
