fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value.1,DATE_x,CSENT,Interest_rate,Inflation
2015,4,10,43,Channel - Data and Devices,Americas,K70,SFP+ Pluggable I/O,9259.65,11764.93,18306.96,18332.079,2015-10-01,90.0,0.75,2.3462109
2015,4,12,50,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,3733.38,31797.21,18306.96,18332.079,2015-12-01,92.6,1.0,2.4436874
2015,4,12,49,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,3555.6,30283.06,18306.96,18332.079,2015-12-01,92.6,1.0,2.4436874
2015,4,12,52,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,6222.3,52995.36,18306.96,18332.079,2015-12-01,92.6,1.0,2.4436874
2015,4,12,51,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,4444.5,37853.83,18306.96,18332.079,2015-12-01,92.6,1.0,2.4436874
2022,1,2,8,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,530022.67,42619.61,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,5,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,502126.74,40376.47,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,6,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,502126.74,40376.47,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,7,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,697398.25,56078.43,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,9,Channel - Data and Devices,Americas,289,Miscellaneous Wire to Board Products,530022.67,42619.61,26144.956,24740.48,2022-02-01,62.8,,4.30707
2021,1,1,1,Channel - Data and Devices,Americas,080,SMA/SSMA,15359.4,63369.62,24349.121,22313.85,2021-01-01,79.0,0.25,1.517012
2021,1,1,3,Channel - Data and Devices,Americas,080,SMA/SSMA,21503.16,88717.47,24349.121,22313.85,2021-01-01,79.0,0.25,1.517012
2021,1,1,2,Channel - Data and Devices,Americas,080,SMA/SSMA,19199.25,79212.03,24349.121,22313.85,2021-01-01,79.0,0.25,1.517012
2021,1,1,4,Channel - Data and Devices,Americas,080,SMA/SSMA,20735.19,85548.99,24349.121,22313.85,2021-01-01,79.0,0.25,1.517012
2021,1,2,5,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,14945.94,40972.15,24349.121,22313.85,2021-02-01,76.8,0.25,1.527009
2021,1,2,7,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,18267.26,50077.08,24349.121,22313.85,2021-02-01,76.8,0.25,1.527009
2021,1,2,6,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,16606.6,45524.62,24349.121,22313.85,2021-02-01,76.8,0.25,1.527009
2021,1,2,8,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,16606.6,45524.62,24349.121,22313.85,2021-02-01,76.8,0.25,1.527009
2021,1,2,9,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,16606.6,45524.62,24349.121,22313.85,2021-02-01,76.8,0.25,1.527009
2021,2,5,21,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,35704.5,52896.79,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2021,2,5,18,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,57127.2,84634.86,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2021,2,5,19,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,59507.5,88161.31,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2021,2,5,22,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,52366.6,77581.96,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2021,2,5,20,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,33324.2,49370.34,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2015,3,8,33,Channel - Data and Devices,Americas,516,Serial I/O Connectors,70305.4,41178.99,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2015,3,8,32,Channel - Data and Devices,Americas,516,Serial I/O Connectors,66790.13,39120.04,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2015,3,8,34,Channel - Data and Devices,Americas,516,Serial I/O Connectors,80851.21,47355.84,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2015,3,8,35,Channel - Data and Devices,Americas,516,Serial I/O Connectors,73820.67,43237.94,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2022,2,4,15,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,35184.25,114252.16,24740.48,25248.476,2022-04-01,65.2,,4.721803
2022,2,4,14,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,26005.75,84447.25,24740.48,25248.476,2022-04-01,65.2,,4.721803
2022,2,4,17,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,47422.25,153992.04,24740.48,25248.476,2022-04-01,65.2,,4.721803
2022,2,4,16,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,44362.75,144057.07,24740.48,25248.476,2022-04-01,65.2,,4.721803
2016,1,1,1,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,19965.0,57571.03,18968.041,18425.306,2016-01-01,92.0,1.0,2.4667222
2016,1,1,3,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,29947.5,86356.55,18968.041,18425.306,2016-01-01,92.0,1.0,2.4667222
2016,1,1,2,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,23958.0,69085.24,18968.041,18425.306,2016-01-01,92.0,1.0,2.4667222
2016,1,1,4,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,26952.75,77720.89,18968.041,18425.306,2016-01-01,92.0,1.0,2.4667222
2016,2,5,20,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,11784.24,21692.59,18425.306,18611.617,2016-05-01,94.7,1.0,2.5711572
2016,2,5,18,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,22586.46,41577.46,18425.306,18611.617,2016-05-01,94.7,1.0,2.5711572
2016,2,5,19,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,20622.42,37962.03,18425.306,18611.617,2016-05-01,94.7,1.0,2.5711572
2016,2,5,22,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,23568.48,43385.17,18425.306,18611.617,2016-05-01,94.7,1.0,2.5711572
2016,2,5,21,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,19640.4,36154.31,18425.306,18611.617,2016-05-01,94.7,1.0,2.5711572
2016,2,6,23,Channel - Data and Devices,Americas,053,Memory Sockets,33747.44,39902.83,18425.306,18611.617,2016-06-01,93.5,1.0,2.5689022
2016,2,6,26,Channel - Data and Devices,Americas,053,Memory Sockets,41083.84,48577.35,18425.306,18611.617,2016-06-01,93.5,1.0,2.5689022
2016,2,6,24,Channel - Data and Devices,Americas,053,Memory Sockets,35214.72,41637.73,18425.306,18611.617,2016-06-01,93.5,1.0,2.5689022
2016,2,6,25,Channel - Data and Devices,Americas,053,Memory Sockets,38149.28,45107.54,18425.306,18611.617,2016-06-01,93.5,1.0,2.5689022
2016,3,8,34,Channel - Data and Devices,Americas,481,MICTOR Products,4873.8,37206.25,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,35,Channel - Data and Devices,Americas,481,MICTOR Products,5361.18,40926.88,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,31,Channel - Data and Devices,Americas,481,MICTOR Products,4873.8,37206.25,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,33,Channel - Data and Devices,Americas,481,MICTOR Products,4873.8,37206.25,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,3,8,32,Channel - Data and Devices,Americas,481,MICTOR Products,4142.73,31625.31,18611.617,18775.459,2016-08-01,89.8,1.0,2.7228064
2016,4,11,48,Channel - Data and Devices,Americas,333,AMPLIMITE/AMPLIMATE & Other Special Products,15973.86,31902.22,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,46,Channel - Data and Devices,Americas,333,AMPLIMITE/AMPLIMATE & Other Special Products,15213.2,30383.07,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,45,Channel - Data and Devices,Americas,333,AMPLIMITE/AMPLIMATE & Other Special Products,15213.2,30383.07,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,47,Channel - Data and Devices,Americas,333,AMPLIMITE/AMPLIMATE & Other Special Products,14452.54,28863.91,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,44,Channel - Data and Devices,Americas,333,AMPLIMITE/AMPLIMATE & Other Special Products,15213.2,30383.07,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,48,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,25178.16,75088.5,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,46,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,23979.2,71512.86,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,45,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,23979.2,71512.86,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,47,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,22780.24,67937.21,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,11,44,Channel - Data and Devices,Americas,252,AMPLIMITE RFI/EMI Shielded Hardware,23979.2,71512.86,18775.459,18968.041,2016-11-01,93.8,1.0,2.5258013
2016,4,12,52,Channel - Data and Devices,Americas,053,Memory Sockets,39997.23,57074.96,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,49,Channel - Data and Devices,Americas,053,Memory Sockets,34780.2,49630.4,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,53,Channel - Data and Devices,Americas,053,Memory Sockets,34780.2,49630.4,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,50,Channel - Data and Devices,Americas,053,Memory Sockets,34780.2,49630.4,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,51,Channel - Data and Devices,Americas,053,Memory Sockets,29563.17,42185.84,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,52,Channel - Data and Devices,Americas,024,AMPLIMITE HD22 Board Mount Connectors,24940.05,48273.26,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,49,Channel - Data and Devices,Americas,024,AMPLIMITE HD22 Board Mount Connectors,21687.0,41976.75,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,53,Channel - Data and Devices,Americas,024,AMPLIMITE HD22 Board Mount Connectors,21687.0,41976.75,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,50,Channel - Data and Devices,Americas,024,AMPLIMITE HD22 Board Mount Connectors,21687.0,41976.75,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2016,4,12,51,Channel - Data and Devices,Americas,024,AMPLIMITE HD22 Board Mount Connectors,18433.95,35680.24,18775.459,18968.041,2016-12-01,98.2,1.25,2.594944
2017,1,2,6,Channel - Data and Devices,Americas,399,Mini CT Interconnect,254981.6,14896.33,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,5,Channel - Data and Devices,Americas,399,Mini CT Interconnect,254981.6,14896.33,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,7,Channel - Data and Devices,Americas,399,Mini CT Interconnect,254981.6,14896.33,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,9,Channel - Data and Devices,Americas,399,Mini CT Interconnect,293228.84,17130.78,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,8,Channel - Data and Devices,Americas,399,Mini CT Interconnect,229483.44,13406.7,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,6,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,7266.0,31612.4,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,5,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,7266.0,31612.4,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,7,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,7266.0,31612.4,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,9,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,8355.9,36354.26,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,8,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,6539.4,28451.16,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,2,4,15,Channel - Data and Devices,Americas,398,CT Interconnect,419441.21,40784.39,19148.194,19304.506,2017-04-01,97.0,1.5,2.25217
2017,2,4,17,Channel - Data and Devices,Americas,398,CT Interconnect,303733.29,29533.52,19148.194,19304.506,2017-04-01,97.0,1.5,2.25217
2017,2,4,14,Channel - Data and Devices,Americas,398,CT Interconnect,318196.78,30939.88,19148.194,19304.506,2017-04-01,97.0,1.5,2.25217
2017,2,4,16,Channel - Data and Devices,Americas,398,CT Interconnect,404977.72,39378.03,19148.194,19304.506,2017-04-01,97.0,1.5,2.25217
2016,1,1,3,Channel - Data and Devices,Americas,251,AMPLIMITE Plastic Strain Relief,18947.1,31095.05,18968.041,18425.306,2016-01-01,92.0,1.0,2.4667222
2016,1,1,4,Channel - Data and Devices,Americas,251,AMPLIMITE Plastic Strain Relief,17052.39,27985.54,18968.041,18425.306,2016-01-01,92.0,1.0,2.4667222
2016,1,1,2,Channel - Data and Devices,Americas,251,AMPLIMITE Plastic Strain Relief,15157.68,24876.04,18968.041,18425.306,2016-01-01,92.0,1.0,2.4667222
2016,1,1,1,Channel - Data and Devices,Americas,251,AMPLIMITE Plastic Strain Relief,12631.4,20730.03,18968.041,18425.306,2016-01-01,92.0,1.0,2.4667222
2016,1,3,13,Channel - Data and Devices,Americas,080,SMA/SSMA,20721.42,77711.92,18968.041,18425.306,2016-03-01,91.0,1.0,2.531878
2016,1,3,10,Channel - Data and Devices,Americas,080,SMA/SSMA,16116.66,60442.61,18968.041,18425.306,2016-03-01,91.0,1.0,2.531878
2016,1,3,12,Channel - Data and Devices,Americas,080,SMA/SSMA,22256.34,83468.36,18968.041,18425.306,2016-03-01,91.0,1.0,2.531878
2016,1,3,11,Channel - Data and Devices,Americas,080,SMA/SSMA,17651.58,66199.04,18968.041,18425.306,2016-03-01,91.0,1.0,2.531878
2016,2,4,17,Channel - Data and Devices,Americas,377,Mini-Spring Sockets,130038.72,31296.23,18425.306,18611.617,2016-04-01,89.0,1.0,2.537996
2016,2,4,14,Channel - Data and Devices,Americas,377,Mini-Spring Sockets,65019.36,15648.11,18425.306,18611.617,2016-04-01,89.0,1.0,2.537996
2016,2,4,16,Channel - Data and Devices,Americas,377,Mini-Spring Sockets,139327.2,33531.67,18425.306,18611.617,2016-04-01,89.0,1.0,2.537996
2016,2,4,15,Channel - Data and Devices,Americas,377,Mini-Spring Sockets,130038.72,31296.23,18425.306,18611.617,2016-04-01,89.0,1.0,2.537996
2016,3,7,28,Channel - Data and Devices,Americas,B91,Z-PACK HM Zd,8540.16,46411.33,18611.617,18775.459,2016-07-01,90.0,1.0,2.5758512
2016,3,7,27,Channel - Data and Devices,Americas,B91,Z-PACK HM Zd,7116.8,38676.11,18611.617,18775.459,2016-07-01,90.0,1.0,2.5758512
2016,3,7,29,Channel - Data and Devices,Americas,B91,Z-PACK HM Zd,9607.68,52212.74,18611.617,18775.459,2016-07-01,90.0,1.0,2.5758512
2016,3,7,30,Channel - Data and Devices,Americas,B91,Z-PACK HM Zd,10319.36,56080.35,18611.617,18775.459,2016-07-01,90.0,1.0,2.5758512
2017,1,2,6,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,19327.4,35147.04,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,5,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,19327.4,35147.04,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,9,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,22226.51,40419.1,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,8,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,17394.66,31632.34,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,1,2,7,Channel - Data and Devices,Americas,253,AMPLIMITE HDF,19327.4,35147.04,19894.75,19148.194,2017-02-01,96.3,1.25,2.67446
2017,2,4,15,Channel - Data and Devices,Americas,JJ5,USB Type C,121.8,187.31,19148.194,19304.506,2017-04-01,97.0,1.5,2.25217
2017,2,4,14,Channel - Data and Devices,Americas,JJ5,USB Type C,92.4,142.09,19148.194,19304.506,2017-04-01,97.0,1.5,2.25217
2017,2,4,16,Channel - Data and Devices,Americas,JJ5,USB Type C,117.6,180.85,19148.194,19304.506,2017-04-01,97.0,1.5,2.25217
2017,2,4,17,Channel - Data and Devices,Americas,JJ5,USB Type C,88.2,135.63,19148.194,19304.506,2017-04-01,97.0,1.5,2.25217
2022,1,2,6,Channel - Data and Devices,Americas,077,SFP Pluggable I/O,16009.02,11210.39,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,8,Channel - Data and Devices,Americas,077,SFP Pluggable I/O,16898.41,11833.19,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,7,Channel - Data and Devices,Americas,077,SFP Pluggable I/O,22234.75,15569.99,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,9,Channel - Data and Devices,Americas,077,SFP Pluggable I/O,16898.41,11833.19,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,5,Channel - Data and Devices,Americas,077,SFP Pluggable I/O,16009.02,11210.39,26144.956,24740.48,2022-02-01,62.8,,4.30707
2017,2,6,25,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,63834.24,80351.66,19148.194,19304.506,2017-06-01,95.0,1.75,2.13853
2017,2,6,23,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,63834.24,80351.66,19148.194,19304.506,2017-06-01,95.0,1.75,2.13853
2017,2,6,24,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,63834.24,80351.66,19148.194,19304.506,2017-06-01,95.0,1.75,2.13853
2017,2,6,26,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,74473.28,93743.61,19148.194,19304.506,2017-06-01,95.0,1.75,2.13853
2017,3,8,35,Channel - Data and Devices,Americas,040,AMP-LATCH Low Profile Headers,83709.6,98531.5,19304.506,19561.896,2017-08-01,96.8,1.75,2.089832
2017,3,8,33,Channel - Data and Devices,Americas,040,AMP-LATCH Low Profile Headers,79524.12,93604.93,19304.506,19561.896,2017-08-01,96.8,1.75,2.089832
2017,3,8,32,Channel - Data and Devices,Americas,040,AMP-LATCH Low Profile Headers,92080.56,108384.65,19304.506,19561.896,2017-08-01,96.8,1.75,2.089832
2017,3,8,31,Channel - Data and Devices,Americas,040,AMP-LATCH Low Profile Headers,75338.64,88678.35,19304.506,19561.896,2017-08-01,96.8,1.75,2.089832
2017,3,8,34,Channel - Data and Devices,Americas,040,AMP-LATCH Low Profile Headers,87895.08,103458.08,19304.506,19561.896,2017-08-01,96.8,1.75,2.089832
2017,4,10,42,Channel - Data and Devices,Americas,481,MICTOR Products,3586.5,29631.72,19561.896,19894.75,2017-10-01,100.7,1.75,2.192819
2017,4,10,43,Channel - Data and Devices,Americas,481,MICTOR Products,3586.5,29631.72,19561.896,19894.75,2017-10-01,100.7,1.75,2.192819
2017,4,10,40,Channel - Data and Devices,Americas,481,MICTOR Products,3729.96,30816.99,19561.896,19894.75,2017-10-01,100.7,1.75,2.192819
2017,4,10,41,Channel - Data and Devices,Americas,481,MICTOR Products,3443.04,28446.45,19561.896,19894.75,2017-10-01,100.7,1.75,2.192819
2018,2,4,14,Channel - Data and Devices,Americas,244,AMPLIMITE All Plastic,5895.13,21724.83,20155.486,20470.197,2018-04-01,98.8,2.25,2.493423
2018,2,4,16,Channel - Data and Devices,Americas,244,AMPLIMITE All Plastic,7756.75,28585.3,20155.486,20470.197,2018-04-01,98.8,2.25,2.493423
2018,2,4,17,Channel - Data and Devices,Americas,244,AMPLIMITE All Plastic,8687.56,32015.53,20155.486,20470.197,2018-04-01,98.8,2.25,2.493423
2018,2,4,15,Channel - Data and Devices,Americas,244,AMPLIMITE All Plastic,8687.56,32015.53,20155.486,20470.197,2018-04-01,98.8,2.25,2.493423
2021,1,1,3,Channel - Data and Devices,Americas,313,.8mm Free Height Products,13548.64,27158.49,24349.121,22313.85,2021-01-01,79.0,0.25,1.517012
2021,1,1,1,Channel - Data and Devices,Americas,313,.8mm Free Height Products,9677.6,19398.92,24349.121,22313.85,2021-01-01,79.0,0.25,1.517012
2021,1,1,4,Channel - Data and Devices,Americas,313,.8mm Free Height Products,13064.76,26188.55,24349.121,22313.85,2021-01-01,79.0,0.25,1.517012
2021,1,1,2,Channel - Data and Devices,Americas,313,.8mm Free Height Products,12097.0,24248.65,24349.121,22313.85,2021-01-01,79.0,0.25,1.517012
2021,2,5,21,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,28241.4,52314.37,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2021,2,5,22,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,41420.72,76727.74,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2021,2,5,19,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,47069.0,87190.61,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2021,2,5,18,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,45186.24,83702.99,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2021,2,5,20,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,26358.64,48826.74,22313.85,23046.934,2021-05-01,82.9,0.25,2.623164
2015,1,1,4,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,29293.19,71741.53,18332.079,17991.348,2015-01-01,98.1,0.75,1.985653
2015,1,1,3,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,30303.3,74215.37,18332.079,17991.348,2015-01-01,98.1,0.75,1.985653
2015,1,1,1,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,16161.76,39581.53,18332.079,17991.348,2015-01-01,98.1,0.75,1.985653
2015,1,1,2,Channel - Data and Devices,Americas,A92,High Performance Mod Jacks,25252.75,61846.14,18332.079,17991.348,2015-01-01,98.1,0.75,1.985653
2015,2,4,15,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,50119.2,78342.4,17991.348,18193.707,2015-04-01,95.9,0.75,2.0631236
2015,2,4,16,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,46777.92,73119.57,17991.348,18193.707,2015-04-01,95.9,0.75,2.0631236
2015,2,4,14,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,23388.96,36559.79,17991.348,18193.707,2015-04-01,95.9,0.75,2.0631236
2015,2,4,17,Channel - Data and Devices,Americas,023,AMPLIMITE Front Load RA Metal Shell Posted,46777.92,73119.57,17991.348,18193.707,2015-04-01,95.9,0.75,2.0631236
2015,3,8,35,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,126552.09,84500.4,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2015,3,8,31,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,102446.93,68405.08,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2015,3,8,34,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,138604.67,92548.05,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2015,3,8,33,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,120525.8,80476.57,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2015,3,8,32,Channel - Data and Devices,Americas,318,AMP-LATCH Novo Receptacle,114499.51,76452.74,18193.707,18306.96,2015-08-01,91.9,0.75,2.1802398
2022,1,2,6,Channel - Data and Devices,Americas,003,AMP-HDI Series 100,3421.44,36187.79,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,8,Channel - Data and Devices,Americas,003,AMP-HDI Series 100,3611.52,38198.22,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,7,Channel - Data and Devices,Americas,003,AMP-HDI Series 100,4752.0,50260.81,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,9,Channel - Data and Devices,Americas,003,AMP-HDI Series 100,3611.52,38198.22,26144.956,24740.48,2022-02-01,62.8,,4.30707
2022,1,2,5,Channel - Data and Devices,Americas,003,AMP-HDI Series 100,3421.44,36187.79,26144.956,24740.48,2022-02-01,62.8,,4.30707
2019,2,6,26,Channel - Data and Devices,Americas,323,FFC Connectors,617855.75,58085.51,21013.085,21272.448,2019-06-01,98.2,3.0,2.421751
2019,2,6,24,Channel - Data and Devices,Americas,323,FFC Connectors,617855.75,58085.51,21013.085,21272.448,2019-06-01,98.2,3.0,2.421751
2019,2,6,23,Channel - Data and Devices,Americas,323,FFC Connectors,593141.52,55762.09,21013.085,21272.448,2019-06-01,98.2,3.0,2.421751
2019,2,6,25,Channel - Data and Devices,Americas,323,FFC Connectors,642569.98,60408.93,21013.085,21272.448,2019-06-01,98.2,3.0,2.421751
2019,3,8,31,Channel - Data and Devices,Americas,080,SMA/SSMA,15424.1,67838.68,21272.448,21531.839,2019-08-01,89.8,2.75,2.629246
2019,3,8,32,Channel - Data and Devices,Americas,080,SMA/SSMA,21775.2,95772.26,21272.448,21531.839,2019-08-01,89.8,2.75,2.629246
2019,3,8,34,Channel - Data and Devices,Americas,080,SMA/SSMA,18146.0,79810.22,21272.448,21531.839,2019-08-01,89.8,2.75,2.629246
2019,3,8,35,Channel - Data and Devices,Americas,080,SMA/SSMA,17238.7,75819.71,21272.448,21531.839,2019-08-01,89.8,2.75,2.629246
2019,3,8,33,Channel - Data and Devices,Americas,080,SMA/SSMA,19053.3,83800.73,21272.448,21531.839,2019-08-01,89.8,2.75,2.629246
2019,3,9,37,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,7552.97,36599.35,21272.448,21531.839,2019-09-01,93.2,2.5,2.606767
2019,3,9,39,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,9851.7,47738.28,21272.448,21531.839,2019-09-01,93.2,2.5,2.606767
2019,3,9,38,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,7552.97,36599.35,21272.448,21531.839,2019-09-01,93.2,2.5,2.606767
2019,3,9,36,Channel - Data and Devices,Americas,835,RF - Special Miniature Connectors,7881.36,38190.62,21272.448,21531.839,2019-09-01,93.2,2.5,2.606767
2019,3,9,37,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,42451.33,52001.87,21272.448,21531.839,2019-09-01,93.2,2.5,2.606767
2019,3,9,39,Channel - Data and Devices,Americas,039,AMP-LATCH Universal Headers,55371.3,67828.53,21272.448,21531.839,2019-09-01,93.2,2.5,2.606767
